,card_number,expiry_date,card_provider,date_payment_confirmed,card_number expiry_date,Unnamed: 0
47,4609287457489.0,01/26,VISA 13 digit,1996-02-20,,
48,4180518723372560.0,04/30,VISA 16 digit,2010-02-12,,
49,4522287605913750.0,08/23,VISA 16 digit,2016-08-31,,
50,4631631945209560.0,08/32,VISA 16 digit,2000-04-21,,
51,6011916047360710.0,04/25,Discover,2003-02-07,,
52,4560597492817.0,03/31,VISA 13 digit,2021-10-12,,
53,4980439322875.0,04/28,VISA 13 digit,2020-05-26,,
54,344757538618935.0,03/31,American Express,2011-04-27,,
0,4753853493709630.0,05/25,VISA 16 digit,2001-04-22,,
1,4.35389141900114e+18,06/30,VISA 19 digit,2018-11-01,,
2,3537691013913890.0,06/29,JCB 16 digit,2017-12-23,,
3,4034323769379610.0,09/23,VISA 16 digit,2004-09-02,,
4,2281419573764090.0,11/27,Mastercard,2009-01-24,,
5,30554238199889.0,11/24,Diners Club / Carte Blanche,2016-09-24,,
6,30205781419972.0,01/26,Diners Club / Carte Blanche,2004-07-06,,
7,639034553151.0,07/26,Maestro,2008-08-31,,
8,3528904134738980.0,04/31,JCB 16 digit,2006-02-02,,
9,4887217380970630.0,07/30,VISA 16 digit,2001-01-16,,
10,3555752468547940.0,04/23,JCB 16 digit,2007-12-29,,
11,4853931562619160.0,10/25,VISA 16 digit,1994-11-15,,
12,4768271063250400.0,05/25,VISA 16 digit,2006-05-20,,
13,3516227033520770.0,10/31,JCB 16 digit,2010-02-27,,
14,4365391790432710.0,05/23,VISA 16 digit,2014-01-10,,
15,4059251683373.0,07/24,VISA 13 digit,2010-10-19,,
16,3589947685831090.0,07/29,JCB 16 digit,2021-11-28,,
17,6529807641639010.0,12/24,Discover,2017-09-26,,
18,4.37137561646346e+18,11/22,VISA 19 digit,2004-01-01,,
19,30385859789769.0,07/30,Diners Club / Carte Blanche,1996-09-23,,
20,344662426164770.0,08/26,American Express,1994-02-21,,
21,3555852013365070.0,07/29,JCB 16 digit,2017-09-12,,
22,3547520670105500.0,05/29,JCB 16 digit,2022-03-29,,
23,348380486470633.0,06/32,American Express,2001-11-04,,
24,4.84164069601596e+18,11/23,VISA 19 digit,2020-07-20,,
25,3522693616725940.0,01/30,JCB 16 digit,2013-02-13,,
26,4153268072442220.0,05/24,VISA 16 digit,2003-06-30,,
27,3536548846530430.0,10/26,JCB 16 digit,2017-07-08,,
28,30527170916254.0,06/23,Diners Club / Carte Blanche,2015-05-18,,
29,341044467459265.0,05/23,American Express,2016-08-28,,
30,2704055109731830.0,07/25,Mastercard,1997-03-14,,
31,4.50493840305589e+18,03/25,VISA 19 digit,2020-05-03,,
32,180013726281426.0,07/29,JCB 15 digit,2015-04-12,,
33,213115696201143.0,08/31,JCB 15 digit,1997-12-29,,
34,4057712659444310.0,08/24,VISA 16 digit,1998-02-25,,
35,3540591294722210.0,04/27,JCB 16 digit,1995-07-05,,
36,3558721565234220.0,01/30,JCB 16 digit,2000-12-17,,
37,372293345568613.0,03/26,American Express,2005-07-16,,
38,36495735548554.0,08/27,Diners Club / Carte Blanche,2015-11-05,,
39,2720314091876130.0,11/31,Mastercard,2001-11-03,,
40,379666273808841.0,09/32,American Express,2003-04-12,,
41,213156417770396.0,07/23,JCB 15 digit,1995-03-14,,
42,30319086467147.0,08/23,Diners Club / Carte Blanche,2021-02-10,,
43,3559474007369940.0,02/27,JCB 16 digit,2012-01-01,,
44,180034723001328.0,10/28,JCB 15 digit,2007-07-09,,
45,6011834441237130.0,03/25,Discover,2019-10-21,,
46,3579461271969350.0,05/28,JCB 16 digit,1995-01-13,,
47,180042824785756.0,06/31,JCB 15 digit,2003-12-15,,
48,6011546819328570.0,02/30,Discover,2014-07-18,,
49,30050554868223.0,02/24,Diners Club / Carte Blanche,1993-02-28,,
50,378997174191875.0,02/31,American Express,2001-06-07,,
51,180020126352095.0,10/29,JCB 15 digit,2010-09-27,,
52,4520053483762210.0,05/23,VISA 16 digit,2001-08-09,,
53,3593906287057230.0,08/24,JCB 16 digit,2011-01-06,,
54,6586628156439250.0,10/26,Discover,2009-07-21,,
0,3542474154436700.0,01/30,JCB 16 digit,2006-12-06,,
1,5403202041746740.0,09/29,Mastercard,2021-05-09,,
2,30294577313037.0,04/29,Diners Club / Carte Blanche,2009-08-09,,
3,377538780585406.0,08/32,American Express,2015-03-11,,
4,374901161154106.0,10/25,American Express,2021-05-07,,
5,5474422125632280.0,10/31,Mastercard,2022-10-16,,
6,30537187097600.0,06/28,Diners Club / Carte Blanche,2011-09-22,,
7,213132040651394.0,05/27,JCB 15 digit,1998-05-16,,
8,4098698318309080.0,11/23,VISA 16 digit,2015-03-11,,
9,3598540706074420.0,06/23,JCB 16 digit,2004-05-03,,
10,3599725790580350.0,11/24,JCB 16 digit,2011-08-08,,
11,4.64108988300463e+18,01/30,VISA 19 digit,2011-11-21,,
12,503888173534.0,01/32,Maestro,2004-11-17,,
13,3525344853449340.0,05/26,JCB 16 digit,1995-06-29,,
14,213135809304014.0,12/28,JCB 15 digit,2003-08-14,,
15,4.58572473708616e+18,08/26,VISA 19 digit,2001-08-01,,
16,3514858401582400.0,08/32,JCB 16 digit,2008-05-02,,
17,4604105308645630.0,11/28,VISA 16 digit,2007-04-30,,
18,6561618195783210.0,02/30,Discover,2021-08-11,,
19,3561633263874500.0,05/31,JCB 16 digit,1996-01-01,,
20,4380527825592.0,08/28,VISA 13 digit,2010-07-10,,
21,568476923723.0,12/28,Maestro,2016-01-12,,
22,3541874076774450.0,01/28,JCB 16 digit,2021-06-22,,
23,346995413574165.0,06/24,American Express,1995-05-16,,
24,180054712952711.0,12/27,JCB 15 digit,2004-01-16,,
25,501846524616.0,08/23,Maestro,2004-04-08,,
26,4422846486166900.0,10/24,VISA 16 digit,2012-06-28,,
27,4791975319666020.0,05/24,VISA 16 digit,2010-04-20,,
28,6011723732897970.0,06/27,Discover,1998-10-23,,
29,6011751842297770.0,01/27,Discover,1996-05-03,,
30,4140313127997150.0,03/28,VISA 16 digit,2021-07-06,,
31,4998124686032.0,05/30,VISA 13 digit,2010-12-02,,
32,2227326682990730.0,08/26,Mastercard,1999-12-07,,
33,2293133357861100.0,03/29,Mastercard,2016-10-22,,
34,585639119734.0,06/26,Maestro,2000-10-24,,
35,3528424398962980.0,01/32,JCB 16 digit,2007-06-08,,
36,180083661033181.0,09/24,JCB 15 digit,1994-08-31,,
37,4.84936030553221e+18,10/32,VISA 19 digit,2012-08-02,,
38,3503964885011050.0,11/24,JCB 16 digit,2017-04-29,,
39,5373317672174570.0,04/26,Mastercard,2006-12-11,,
40,4917188127465470.0,05/25,VISA 16 digit,2015-12-05,,
41,4547396742884490.0,07/25,VISA 16 digit,2004-11-24,,
42,3511863884674800.0,10/29,JCB 16 digit,2020-05-24,,
43,4.0890103647098e+18,12/22,VISA 19 digit,2012-10-01,,
44,4152797946775550.0,04/28,VISA 16 digit,2000-04-25,,
45,2266453723304720.0,12/23,Mastercard,2009-05-05,,
46,4808212548037870.0,07/23,VISA 16 digit,1999-06-05,,
47,3590582107628300.0,08/23,JCB 16 digit,1992-12-28,,
48,180044446545279.0,05/26,JCB 15 digit,2013-02-02,,
49,38354121800632.0,12/31,Diners Club / Carte Blanche,1998-01-16,,
50,3545114455148110.0,10/23,JCB 16 digit,2017-10-15,,
51,676217371795.0,07/29,Maestro,2002-09-12,,
52,213197622619036.0,05/28,JCB 15 digit,2014-12-16,,
53,676128850481.0,04/23,Maestro,2019-12-30,,
54,4972867334427160.0,05/27,VISA 16 digit,2007-01-23,,
0,4.42988856320011e+18,07/31,VISA 19 digit,1999-03-13,,
1,4.27341894899217e+18,11/24,VISA 19 digit,2005-01-07,,
2,60477591238.0,09/26,Maestro,1995-03-20,,
3,2628468894822270.0,05/29,Mastercard,2016-09-20,,
4,3561460359720770.0,06/29,JCB 16 digit,2004-01-18,,
5,6560297256469970.0,03/29,Discover,2011-01-16,,
6,3521915874559140.0,11/25,JCB 16 digit,2004-08-15,,
7,3589994442597350.0,10/23,JCB 16 digit,2003-10-19,,
8,4535414525724440.0,02/30,VISA 16 digit,2004-04-11,,
9,180000194124428.0,03/29,JCB 15 digit,2005-06-09,,
10,639088538496.0,08/27,Maestro,2009-11-26,,
11,2245587065598340.0,05/23,Mastercard,1998-07-05,,
12,4096486293825570.0,08/30,VISA 16 digit,2016-08-27,,
13,340637426972673.0,03/23,American Express,2000-08-26,,
14,213125012087969.0,08/28,JCB 15 digit,1994-12-04,,
15,346403247720187.0,05/27,American Express,1995-08-19,,
16,4842046440404970.0,12/23,VISA 16 digit,2005-12-27,,
17,180075234938581.0,04/25,JCB 15 digit,2020-08-13,,
18,3524480143138300.0,10/27,JCB 16 digit,1994-01-18,,
19,4576834726573750.0,04/26,VISA 16 digit,1995-05-18,,
20,372130895327455.0,10/27,American Express,2013-04-09,,
21,30294473357856.0,08/27,Diners Club / Carte Blanche,2008-01-10,,
22,341962437489577.0,11/30,American Express,1999-08-14,,
23,6011512880580470.0,07/32,Discover,2020-04-24,,
24,4708839997438.0,03/23,VISA 13 digit,2015-07-10,,
25,213175078415323.0,02/26,JCB 15 digit,1997-04-02,,
26,6011334256938730.0,02/23,Discover,2020-09-21,,
27,4676645365442420.0,12/22,VISA 16 digit,2009-01-01,,
28,6011668701870260.0,10/30,Discover,2008-01-12,,
29,4775243992008.0,10/32,VISA 13 digit,1994-09-26,,
30,30340557830563.0,07/29,Diners Club / Carte Blanche,1998-03-17,,
31,36599484211254.0,05/24,Diners Club / Carte Blanche,2002-06-28,,
32,676396147818.0,11/24,Maestro,2021-08-07,,
33,3599372622294410.0,07/25,JCB 16 digit,2017-04-08,,
34,6011478691808680.0,05/26,Discover,2015-11-02,,
35,4.14838485704745e+18,07/30,VISA 19 digit,2006-11-20,,
36,2720241251229000.0,03/32,Mastercard,1993-05-30,,
37,3539896505196310.0,01/30,JCB 16 digit,1996-05-07,,
38,4068892440515.0,07/30,VISA 13 digit,2021-10-22,,
39,213173287133084.0,11/30,JCB 15 digit,2020-08-22,,
40,4627499138249010.0,07/26,VISA 16 digit,2006-02-23,,
41,4.28000302925749e+18,10/23,VISA 19 digit,2019-09-11,,
42,503889159334.0,01/27,Maestro,2007-08-21,,
43,676202952146.0,02/23,Maestro,2015-10-20,,
44,4906226708109.0,05/23,VISA 13 digit,2020-09-09,,
45,3575609864106970.0,11/23,JCB 16 digit,2007-12-11,,
46,180039809526064.0,09/27,JCB 15 digit,2011-08-07,,
47,5309401701213490.0,06/28,Mastercard,1995-07-29,,
48,213122299188446.0,11/26,JCB 15 digit,2016-07-30,,
49,3521565485478530.0,12/29,JCB 16 digit,1993-09-08,,
50,347222593193156.0,11/29,American Express,2002-01-02,,
51,213148034806968.0,07/28,JCB 15 digit,2004-12-01,,
52,4.41085141558318e+18,11/27,VISA 19 digit,2014-02-23,,
53,4362790446025.0,07/28,VISA 13 digit,2008-12-13,,
54,4891869173102.0,10/30,VISA 13 digit,2011-02-10,,
0,4.88002974935051e+18,07/28,VISA 19 digit,2005-05-23,,
1,3587742215580220.0,06/25,JCB 16 digit,2004-08-05,,
2,4336599786666.0,11/31,VISA 13 digit,1998-01-06,,
3,180045662578241.0,12/23,JCB 15 digit,2015-08-08,,
4,30026446973223.0,07/26,Diners Club / Carte Blanche,1999-09-04,,
5,4223482652520.0,03/31,VISA 13 digit,1998-06-21,,
6,676382962105.0,01/32,Maestro,2022-05-22,,
7,4677693211902160.0,02/25,VISA 16 digit,2000-11-20,,
8,4.45454333272602e+18,07/29,VISA 19 digit,2015-10-17,,
9,4165548640036580.0,03/26,VISA 16 digit,2009-08-25,,
10,4.38480803248467e+18,07/26,VISA 19 digit,1997-07-08,,
11,38753469098339.0,09/23,Diners Club / Carte Blanche,1993-03-04,,
12,4599417828669.0,03/26,VISA 13 digit,2008-04-09,,
13,4976852878979140.0,09/30,VISA 16 digit,2005-05-03,,
14,3553349823947140.0,10/23,JCB 16 digit,2002-04-26,,
15,3569815609681050.0,09/26,JCB 16 digit,1999-11-12,,
16,6544383344737690.0,05/31,Discover,1993-11-14,,
17,502026313093.0,12/25,Maestro,2020-02-24,,
18,589318971431.0,07/32,Maestro,1994-02-22,,
19,3566826246674690.0,05/30,JCB 16 digit,2022-04-24,,
20,4.22420157702357e+18,08/23,VISA 19 digit,1994-05-21,,
21,347881406654314.0,08/31,American Express,2011-08-28,,
22,4461851113852740.0,02/24,VISA 16 digit,2007-10-03,,
23,180020946808722.0,04/25,JCB 15 digit,2012-10-27,,
24,6527077920141110.0,04/30,Discover,1998-09-24,,
25,30020197820923.0,01/25,Diners Club / Carte Blanche,1997-03-19,,
26,3540208752511370.0,08/23,JCB 16 digit,2019-03-07,,
27,4010600211663.0,12/26,VISA 13 digit,2007-06-11,,
28,2287328026258760.0,12/25,Mastercard,2002-04-12,,
29,3538884873871650.0,11/30,JCB 16 digit,2003-06-03,,
30,36154000624539.0,03/32,Diners Club / Carte Blanche,2005-07-12,,
31,4746050757525450.0,01/29,VISA 16 digit,2004-01-22,,
32,2242294832045870.0,04/28,Mastercard,2011-08-25,,
33,4.05177690613832e+18,12/22,VISA 19 digit,1997-12-03,,
34,213144381296903.0,09/32,JCB 15 digit,2020-12-10,,
35,4.75796686770953e+18,09/31,VISA 19 digit,2013-08-18,,
36,30002966940082.0,12/25,Diners Club / Carte Blanche,1996-01-28,,
37,4039651233706.0,01/32,VISA 13 digit,2018-07-11,,
38,4515537611363.0,10/28,VISA 13 digit,2019-02-10,,
39,374589717498299.0,11/26,American Express,2014-10-27,,
40,213150860960141.0,02/28,JCB 15 digit,2004-11-30,,
41,371987979750352.0,07/23,American Express,1993-10-21,,
42,4238686797680790.0,06/30,VISA 16 digit,2008-06-06,,
43,38557394581826.0,02/24,Diners Club / Carte Blanche,1998-12-30,,
44,377132753086087.0,09/32,American Express,1994-11-22,,
45,180073662122919.0,12/22,JCB 15 digit,2013-06-20,,
46,4756551790622820.0,12/25,VISA 16 digit,2020-08-22,,
47,2272757102426460.0,04/29,Mastercard,2012-09-26,,
48,30148427107983.0,03/23,Diners Club / Carte Blanche,2017-05-06,,
49,5256061455386990.0,05/25,Mastercard,2022-01-13,,
50,2245203438817410.0,04/23,Mastercard,2004-08-24,,
51,4197661854224.0,12/26,VISA 13 digit,2006-03-22,,
52,6011705962962920.0,03/27,Discover,2017-10-06,,
53,3501465304262600.0,08/26,JCB 16 digit,2003-08-21,,
54,6011822289646340.0,04/26,Discover,2002-11-24,,
0,4.3738561742837105e+18,04/29,VISA 19 digit,2000-08-09,,
1,4474687677939600.0,02/27,VISA 16 digit,2011-06-11,,
2,30518142948475.0,11/26,Diners Club / Carte Blanche,2019-01-07,,
3,213185318621952.0,05/23,JCB 15 digit,2007-07-16,,
4,344218342902882.0,11/31,American Express,2021-07-21,,
5,38326428550987.0,02/27,Diners Club / Carte Blanche,2022-07-26,,
6,4497947477281.0,05/29,VISA 13 digit,2010-04-01,,
7,375682699434611.0,01/24,American Express,1997-10-12,,
8,4385440095599280.0,01/31,VISA 16 digit,2005-04-27,,
9,3509787387489740.0,08/25,JCB 16 digit,2011-07-10,,
10,4773446975482230.0,01/28,VISA 16 digit,2013-10-22,,
11,4.97890845060397e+18,05/30,VISA 19 digit,2012-09-26,,
12,5195202496933800.0,11/24,Mastercard,2005-07-28,,
13,346114469578654.0,05/27,American Express,2011-07-13,,
14,4943883389021850.0,05/32,VISA 16 digit,2010-05-14,,
15,6555799920053350.0,04/28,Discover,2009-02-26,,
16,30287578211382.0,12/23,Diners Club / Carte Blanche,2007-08-22,,
18,38174174164276.0,09/32,Diners Club / Carte Blanche,2009-01-26,,
19,4904757255830.0,03/30,VISA 13 digit,1998-10-02,,
20,2247877680665330.0,07/28,Mastercard,2020-12-21,,
21,180089469548205.0,07/27,JCB 15 digit,1998-07-21,,
22,4.75846563319618e+18,03/27,VISA 19 digit,2021-11-21,,
23,4286394301921930.0,02/29,VISA 16 digit,2007-06-06,,
24,501894757704.0,06/23,Maestro,2001-06-26,,
25,3501886853985930.0,04/25,JCB 16 digit,2015-09-05,,
26,3599432066413160.0,06/29,JCB 16 digit,2013-06-22,,
27,4505246526164740.0,11/24,VISA 16 digit,1997-08-16,,
28,213170709919041.0,12/26,JCB 15 digit,2007-12-12,,
29,4680582583709730.0,09/25,VISA 16 digit,2006-05-21,,
30,30512633549223.0,05/28,Diners Club / Carte Blanche,2010-02-25,,
31,4643868746937.0,10/31,VISA 13 digit,2019-11-26,,
32,6011393970560170.0,02/30,Discover,1998-10-12,,
33,4.3466013412654305e+18,04/26,VISA 19 digit,1998-06-21,,
34,2310177474915390.0,01/23,Mastercard,2016-11-22,,
35,348647211257315.0,04/29,American Express,2020-04-18,,
36,567010421236.0,04/31,Maestro,2021-12-29,,
37,4536766104130010.0,08/27,VISA 16 digit,2013-05-13,,
38,3546545436446520.0,05/27,JCB 16 digit,1999-10-20,,
39,3543356410437940.0,11/28,JCB 16 digit,1996-09-17,,
40,4643861993825.0,12/26,VISA 13 digit,2018-08-11,,
41,3541113589610500.0,09/30,JCB 16 digit,2012-12-21,,
42,372652201470539.0,04/28,American Express,2010-09-06,,
43,6011419054004940.0,10/23,Discover,2009-11-22,,
44,4735628607837.0,01/24,VISA 13 digit,2011-05-04,,
45,6551621823234530.0,05/27,Discover,2021-06-19,,
46,348423815890111.0,03/30,American Express,2007-12-01,,
47,30420041677091.0,05/23,Diners Club / Carte Blanche,1996-06-22,,
48,4923805834601530.0,05/23,VISA 16 digit,2010-08-20,,
49,4195216824123860.0,02/23,VISA 16 digit,2019-05-04,,
50,4573177892216820.0,07/23,VISA 16 digit,1997-01-28,,
51,36775234803398.0,01/31,Diners Club / Carte Blanche,2020-12-25,,
52,6587370973978570.0,09/32,Discover,2004-04-06,,
53,3565034602248150.0,05/23,JCB 16 digit,2015-08-06,,
54,4896476773269.0,08/31,VISA 13 digit,1999-09-27,,
0,2720384052199670.0,11/26,Mastercard,2011-11-21,,
1,3531242063260070.0,02/29,JCB 16 digit,2016-03-21,,
2,4564725299989250.0,03/24,VISA 16 digit,2020-01-16,,
3,676359280366.0,03/28,Maestro,2021-02-19,,
4,36901921155476.0,04/29,Diners Club / Carte Blanche,2020-10-28,,
5,4.12892232223072e+18,04/23,VISA 19 digit,1995-05-05,,
6,3513680376518910.0,02/24,JCB 16 digit,2008-11-10,,
7,4269763309581330.0,03/25,VISA 16 digit,2018-01-17,,
8,2469062692355180.0,03/24,Mastercard,1993-09-04,,
9,6011953438098410.0,06/25,Discover,2001-04-10,,
10,4703621571987750.0,01/24,VISA 16 digit,2009-08-11,,
11,3502373939960180.0,09/29,JCB 16 digit,2022-03-17,,
12,4387520062701.0,07/27,VISA 13 digit,2013-05-05,,
13,346660531424079.0,10/24,American Express,1996-08-20,,
14,4.57278213607473e+18,11/29,VISA 19 digit,2009-05-21,,
15,4278960383470050.0,06/25,VISA 16 digit,1997-12-06,,
16,347383532503622.0,03/24,American Express,2017-11-11,,
17,6011585968520060.0,07/23,Discover,2016-04-14,,
18,3594901703114710.0,06/23,JCB 16 digit,2014-01-18,,
19,4331523636823260.0,12/28,VISA 16 digit,2016-02-22,,
20,5247209401356560.0,12/29,Mastercard,2016-04-26,,
21,4.32170664190194e+18,01/29,VISA 19 digit,2003-06-09,,
22,4239106760192.0,10/29,VISA 13 digit,1998-01-27,,
23,3550843406498110.0,10/32,JCB 16 digit,2021-11-20,,
24,4476073439547.0,12/29,VISA 13 digit,1994-03-12,,
25,6520322426642450.0,09/25,Discover,1996-10-04,,
26,501813423339.0,10/24,Maestro,1998-11-07,,
27,4577154459040550.0,05/25,VISA 16 digit,2021-05-15,,
28,676102718654.0,11/26,Maestro,1999-03-07,,
29,4099658169259460.0,09/24,VISA 16 digit,2021-07-17,,
30,4619312152523850.0,12/26,VISA 16 digit,1997-01-12,,
31,341085344133730.0,06/24,American Express,1996-12-03,,
32,4457709022709340.0,10/27,VISA 16 digit,1999-04-03,,
33,5481982104716860.0,10/25,Mastercard,1999-11-24,,
34,180091588501818.0,06/23,JCB 15 digit,2002-12-20,,
35,30265177976761.0,06/27,Diners Club / Carte Blanche,2010-01-06,,
36,374399557707407.0,05/23,American Express,2010-06-24,,
37,60484953694.0,07/25,Maestro,2010-11-29,,
38,4.35373172326942e+18,07/27,VISA 19 digit,2009-03-13,,
39,6011944348906860.0,02/30,Discover,2013-03-13,,
40,4634285582690.0,03/26,VISA 13 digit,1995-02-20,,
41,3508375427291980.0,03/25,JCB 16 digit,2011-04-27,,
42,3530123493613450.0,12/29,JCB 16 digit,2014-04-08,,
43,4.52667965818869e+18,06/30,VISA 19 digit,2004-02-06,,
44,6011458397852030.0,08/30,Discover,2009-06-18,,
45,30559188552029.0,03/30,Diners Club / Carte Blanche,2009-03-15,,
46,4.02309945422598e+18,01/27,VISA 19 digit,2014-11-26,,
47,348038165636672.0,09/29,American Express,2022-07-16,,
48,3537952074296320.0,03/28,JCB 16 digit,2014-04-15,,
49,3500205120126250.0,04/32,JCB 16 digit,2014-09-14,,
50,3573407229279750.0,06/32,JCB 16 digit,2022-05-15,,
51,4863656830559840.0,05/24,VISA 16 digit,2011-01-06,,
52,502012550849.0,03/32,Maestro,2016-05-28,,
53,6515578640374080.0,11/31,Discover,2016-12-01,,
54,370807070508437.0,07/31,American Express,2006-02-05,,
0,4917487163120130.0,12/29,VISA 16 digit,2019-06-11,,
1,4211219477989770.0,08/23,VISA 16 digit,2004-09-20,,
2,4609719510004.0,08/30,VISA 13 digit,1994-12-08,,
3,4.61059257002282e+18,12/29,VISA 19 digit,1999-08-02,,
4,6011767430411790.0,10/31,Discover,1998-12-05,,
5,4.93531638818804e+18,07/23,VISA 19 digit,2001-11-22,,
6,4108370731338420.0,04/28,VISA 16 digit,2000-05-07,,
7,4.61007981312564e+18,12/24,VISA 19 digit,2003-08-23,,
8,502000271242.0,05/30,Maestro,2003-05-16,,
9,2279033244770410.0,07/23,Mastercard,1999-08-12,,
10,5133226162856130.0,12/29,Mastercard,1998-02-25,,
11,3572644234580340.0,11/23,JCB 16 digit,1993-11-19,,
12,2701352770593750.0,02/31,Mastercard,1998-12-27,,
13,3519136718171370.0,01/30,JCB 16 digit,2008-03-02,,
14,213184476702779.0,03/23,JCB 15 digit,2016-05-23,,
15,213188519721407.0,10/31,JCB 15 digit,2007-08-06,,
16,6011926360557330.0,03/25,Discover,2001-07-06,,
17,6011454411052540.0,12/25,Discover,2011-08-09,,
18,2239394431725450.0,05/29,Mastercard,2008-03-06,,
19,6011128128979210.0,03/23,Discover,2022-09-18,,
20,3596364125695270.0,02/32,JCB 16 digit,2011-01-30,,
21,6581683157488290.0,09/32,Discover,1993-06-25,,
22,3542707716713170.0,02/27,JCB 16 digit,2018-06-18,,
23,6553487308527940.0,07/31,Discover,1997-04-21,,
24,370359038106706.0,12/31,American Express,2004-08-23,,
25,4.27266629144896e+18,01/29,VISA 19 digit,2009-07-12,,
26,4526976183015520.0,06/27,VISA 16 digit,1999-11-04,,
27,3533676920362020.0,01/23,JCB 16 digit,2004-12-20,,
28,180025574755681.0,07/26,JCB 15 digit,2019-06-04,,
29,60416821423.0,08/32,Maestro,2020-01-03,,
30,3532292838621400.0,07/29,JCB 16 digit,2003-06-22,,
31,4924185428960500.0,08/27,VISA 16 digit,2020-05-04,,
32,6011167325881350.0,06/32,Discover,2014-10-25,,
33,370878114703151.0,01/32,American Express,2007-05-23,,
34,5435620744470080.0,03/30,Mastercard,2003-10-15,,
35,6547899462899430.0,11/27,Discover,2006-01-26,,
36,373561630748234.0,01/27,American Express,2013-12-17,,
37,3518741940168090.0,08/30,JCB 16 digit,1999-12-21,,
38,2227037430172310.0,05/30,Mastercard,2021-12-06,,
39,60487359642.0,05/27,Maestro,2017-01-12,,
40,180081872903788.0,06/24,JCB 15 digit,1998-11-06,,
41,30582645173536.0,04/26,Diners Club / Carte Blanche,2005-03-06,,
42,3509918136007150.0,10/32,JCB 16 digit,2010-07-04,,
43,213161444261294.0,01/26,JCB 15 digit,2014-11-01,,
44,4.3831380345359e+18,08/31,VISA 19 digit,2008-11-01,,
45,4134348635320.0,02/25,VISA 13 digit,2003-10-09,,
46,563998577560.0,05/23,Maestro,2021-10-02,,
47,3597291481093700.0,05/27,JCB 16 digit,1993-11-18,,
48,639059757273.0,11/32,Maestro,2020-01-10,,
49,3560835114039010.0,02/23,JCB 16 digit,2009-09-27,,
50,4469420236773.0,07/26,VISA 13 digit,2013-03-09,,
51,676386739343.0,02/26,Maestro,1999-01-04,,
52,3501037290600370.0,01/28,JCB 16 digit,1999-09-02,,
53,6518063100143480.0,02/23,Discover,1999-11-01,,
54,4815066714415200.0,07/29,VISA 16 digit,2019-10-05,,
0,213131264196029.0,04/32,JCB 15 digit,2015-06-25,,
